VehicleNum,Lng,Lat,OccupancyStatus,Speed,DateTime
22223,114.1343,22.579433,0,0,2013-10-22 01:20:14
22223,114.134331,22.5795,0,0,2013-10-22 01:20:29
22223,114.134369,22.579517,0,0,2013-10-22 01:20:44
22223,114.134331,22.579468,0,0,2013-10-22 01:20:59
22223,114.134315,22.579433,0,0,2013-10-22 01:21:14
22223,114.1343,22.579433,0,0,2013-10-22 01:21:29
22223,114.134369,22.5795,0,0,2013-10-22 01:21:44
22223,114.134369,22.5795,0,0,2013-10-22 01:21:59
22223,114.134048,22.579567,0,28,2013-10-22 01:22:14
22223,114.133316,22.579599,0,36,2013-10-22 01:22:22
22223,114.132683,22.579933,0,20,2013-10-22 01:22:37
22223,114.132835,22.581333,0,36,2013-10-22 01:22:52
22223,114.132919,22.5818,0,2,2013-10-22 01:23:07
22223,114.132935,22.582067,0,19,2013-10-22 01:23:16
22223,114.13295,22.582367,0,22,2013-10-22 01:23:22
22223,114.13295,22.583384,0,35,2013-10-22 01:23:37
22223,114.13295,22.584351,0,8,2013-10-22 01:23:52
22223,114.1325,22.584499,0,29,2013-10-22 01:24:07
22223,114.130882,22.584299,0,41,2013-10-22 01:24:22
22223,114.129601,22.584517,0,34,2013-10-22 01:24:37
22223,114.128532,22.585567,0,35,2013-10-22 01:24:52
22223,114.128784,22.585882,0,1,2013-10-22 01:29:16
22223,114.128799,22.585917,0,0,2013-10-22 01:29:22
22223,114.128418,22.586082,0,0,2013-10-22 01:29:38
22223,114.128487,22.586,0,14,2013-10-22 01:29:52
22223,114.128799,22.585684,0,31,2013-10-22 01:30:00
22223,114.129631,22.584633,0,40,2013-10-22 01:30:15
22223,114.13018,22.584032,0,34,2013-10-22 01:30:24
22223,114.13047,22.583651,0,36,2013-10-22 01:30:30
22223,114.130486,22.5828,0,43,2013-10-22 01:30:39
22223,114.130516,22.582283,0,23,2013-10-22 01:30:45
22223,114.130867,22.582033,0,31,2013-10-22 01:30:53
22223,114.131035,22.58205,0,34,2013-10-22 01:30:55
22223,114.131485,22.58205,0,15,2013-10-22 01:31:01
22223,114.131599,22.582083,0,0,2013-10-22 01:31:09
22223,114.131599,22.5821,0,0,2013-10-22 01:31:11
22223,114.131752,22.582132,1,14,2013-10-22 01:31:28
22223,114.131851,22.582117,1,14,2013-10-22 01:31:33
22223,114.132446,22.582117,1,29,2013-10-22 01:31:42
22223,114.132851,22.582117,1,21,2013-10-22 01:31:48
22223,114.133003,22.5819,1,11,2013-10-22 01:32:03
22223,114.13282,22.580732,1,42,2013-10-22 01:32:18
22223,114.132797,22.58025,1,0,2013-10-22 01:32:33
22223,114.132751,22.580099,1,17,2013-10-22 01:32:42
22223,114.132713,22.579817,1,16,2013-10-22 01:32:48
22223,114.133469,22.579517,1,43,2013-10-22 01:33:03
22223,114.134369,22.579384,1,48,2013-10-22 01:33:11
22223,114.13575,22.579317,1,27,2013-10-22 01:33:26
22223,114.136452,22.579817,1,42,2013-10-22 01:33:41
22223,114.137749,22.580334,1,39,2013-10-22 01:33:56
22223,114.138718,22.579567,1,36,2013-10-22 01:34:11
22223,114.139381,22.579218,1,38,2013-10-22 01:34:19
22223,114.139915,22.578182,1,42,2013-10-22 01:34:34
22223,114.139618,22.577032,1,41,2013-10-22 01:34:48
22223,114.13903,22.575483,1,21,2013-10-22 01:35:04
22223,114.139,22.575399,1,0,2013-10-22 01:35:18
22223,114.139015,22.575399,1,0,2013-10-22 01:35:34
22223,114.139,22.575367,1,13,2013-10-22 01:35:48
22223,114.138519,22.574183,1,45,2013-10-22 01:36:04
22223,114.137917,22.572634,1,55,2013-10-22 01:36:18
22223,114.137184,22.571632,1,31,2013-10-22 01:36:34
22223,114.136482,22.571983,1,38,2013-10-22 01:36:42
22223,114.1353,22.572533,1,33,2013-10-22 01:36:57
22223,114.134384,22.573183,1,19,2013-10-22 01:37:12
22223,114.134285,22.573183,1,4,2013-10-22 01:37:27
22223,114.133331,22.573584,1,35,2013-10-22 01:37:42
22223,114.132103,22.574118,1,30,2013-10-22 01:37:57
22223,114.131668,22.575184,1,38,2013-10-22 01:38:12
22223,114.132103,22.576567,1,44,2013-10-22 01:38:27
22223,114.133217,22.576851,1,53,2013-10-22 01:38:42
22223,114.135483,22.576166,1,72,2013-10-22 01:38:57
22223,114.137917,22.574818,1,70,2013-10-22 01:39:12
22223,114.138268,22.572332,1,79,2013-10-22 01:39:26
22223,114.137497,22.56955,1,70,2013-10-22 01:39:42
22223,114.137047,22.567417,1,65,2013-10-22 01:39:57
22223,114.137337,22.566183,1,69,2013-10-22 01:40:05
22223,114.139198,22.564016,1,84,2013-10-22 01:40:20
22223,114.140671,22.561768,1,72,2013-10-22 01:40:35
22223,114.14045,22.560101,1,65,2013-10-22 01:40:44
22223,114.140198,22.559217,1,67,2013-10-22 01:40:50
22223,114.139885,22.557983,1,63,2013-10-22 01:40:58
22223,114.139633,22.556784,1,64,2013-10-22 01:41:06
22223,114.139366,22.555651,1,58,2013-10-22 01:41:14
22223,114.138298,22.555317,1,42,2013-10-22 01:41:29
22223,114.13987,22.555782,1,58,2013-10-22 01:41:44
22223,114.142303,22.555582,1,74,2013-10-22 01:41:59
22223,114.145035,22.555283,1,57,2013-10-22 01:42:14
22223,114.146286,22.555283,1,62,2013-10-22 01:42:23
22223,114.147232,22.555468,1,63,2013-10-22 01:42:29
22223,114.148514,22.555717,1,65,2013-10-22 01:42:37
22223,114.15123,22.556334,1,71,2013-10-22 01:42:52
22223,114.153465,22.557699,1,78,2013-10-22 01:43:07
22223,114.155098,22.558983,1,81,2013-10-22 01:43:16
22223,114.156036,22.559717,1,75,2013-10-22 01:43:22
22223,114.15715,22.560499,1,63,2013-10-22 01:43:30
22223,114.15715,22.560499,1,63,2013-10-22 01:43:31
22223,114.158134,22.561016,1,46,2013-10-22 01:43:38
22223,114.158264,22.560249,1,42,2013-10-22 01:43:53
22223,114.157585,22.560682,1,43,2013-10-22 01:44:01
22223,114.157501,22.5609,1,45,2013-10-22 01:44:02
22223,114.157448,22.5616,1,52,2013-10-22 01:44:09
22223,114.157448,22.562651,1,55,2013-10-22 01:44:17
22223,114.157433,22.56465,1,51,2013-10-22 01:44:32
22223,114.157417,22.566351,1,40,2013-10-22 01:44:47
22223,114.158615,22.5667,1,44,2013-10-22 01:45:02
22223,114.160103,22.566683,1,19,2013-10-22 01:45:17
22223,114.160568,22.566717,1,30,2013-10-22 01:45:32
22223,114.16153,22.566717,1,33,2013-10-22 01:45:47
22223,114.163269,22.566784,1,46,2013-10-22 01:46:02
22223,114.16452,22.566717,1,41,2013-10-22 01:46:17
22223,114.165283,22.566799,1,0,2013-10-22 01:46:32
22223,114.165314,22.566868,1,0,2013-10-22 01:46:47
22223,114.166199,22.566816,1,42,2013-10-22 01:47:02
22223,114.167984,22.566784,1,50,2013-10-22 01:47:17
22223,114.170135,22.566799,1,52,2013-10-22 01:47:32
22223,114.170616,22.566784,1,0,2013-10-22 01:47:47
22223,114.170616,22.566784,1,0,2013-10-22 01:47:55
22223,114.170967,22.566784,1,29,2013-10-22 01:48:10
22223,114.172386,22.566833,1,40,2013-10-22 01:48:25
22223,114.173149,22.566851,1,28,2013-10-22 01:48:33
22223,114.173317,22.567133,1,12,2013-10-22 01:48:48
22223,114.173416,22.567551,1,7,2013-10-22 01:49:03
22223,114.173668,22.567533,1,14,2013-10-22 01:49:18
22223,114.174431,22.567484,1,21,2013-10-22 01:49:33
22223,114.17485,22.567467,1,22,2013-10-22 01:49:41
22223,114.1754,22.567633,1,7,2013-10-22 01:49:56
22223,114.17527,22.5681,1,15,2013-10-22 01:50:11
22223,114.175163,22.568233,1,0,2013-10-22 01:50:26
22223,114.175117,22.568649,0,14,2013-10-22 01:50:42
22223,114.174164,22.568583,0,34,2013-10-22 01:50:56
22223,114.173599,22.56855,0,21,2013-10-22 01:51:05
